kontrahent_id,nazwa,nip,nip_status,dup_nip,dup_nazwa
345,Gabinety Migda i syn s.c. Spółka z o.o.,8077879565,poprawny,False,False
346,Gabinety Kuliberda-Wolff s.c. sp.k.,4079290490,poprawny,False,False
347,Stowarzyszenie Warzybok sp.k.,4440192922,poprawny,False,False
348,Potok-Jargieło S.A. sp.k.,,brak,False,False
349,Grupa Gryta-Berg Sp.k. Spółka z o.o.,1027674780,poprawny,True,False
350,Stowarzyszenie Danilczuk S.A.,047-658-01-83,poprawny,False,False
351,Grupa Kasak s.c. Sp. z o.o.,4967393855,błędny,False,False
352,  Kaszkowiak-Bobel Sp. z o.o. Sp.k. Sp. z o.o.,0910939116,poprawny,False,False
353,Szymanik Sp.k. Spółka z o.o.,4717465423,poprawny,False,False
354,PPUH Serwa Sp. z o.o. Spółka z o.o.,4271739624,poprawny,False,False
355,Fundacja Ciepluch Sp. J.,4101194700,poprawny,False,False
356,Wieja-Brojek S.A. Sp. J.,5690877663,błędny,False,False
357,Stowarzyszenie Procek sp.k.,5546015859,poprawny,False,False
358,Stowarzyszenie Zysk i syn s.c. Sp. J.,3461571736,poprawny,True,True
359,Smoczyk-Wojtarowicz Sp.k. sp.k.,4787005052,poprawny,False,False
360,Fundacja Łągiewka Sp. J.,8293102706,poprawny,True,True
361,Zieja-Szott Sp. z o.o. Spółka z o.o.,1792911171,poprawny,False,False
362,Kalka-Dudko Sp. z o.o. Sp.k. Sp. J.,1142625822,poprawny,False,False
363,Fundacja Bączkiewicz-Mędrala i syn s.c. Sp. z o.o.,7100219463,poprawny,False,False
364,Zastawny Sp.k. S.A.,3290927912,poprawny,False,False
365,Spółdzielnia Kanik sp.k.   ,0312772209,poprawny,False,False
366,Kus-Truchan s.c. Sp. J.,0822078117,poprawny,False,False
367,Gabinety Miozga Sp. z o.o.,5313636310,poprawny,False,False
368,FPUH Twardzik Sp. z o.o. Spółka z o.o.,2735435207,poprawny,False,False
369,Spółdzielnia Krüger S.A. Spółka z o.o.,3492929831,poprawny,False,False
370,PPUH Banyś Sp. J.,9060078068,poprawny,False,False
371,Parus s.c. sp.k.,0632543108,poprawny,False,False
372,Sapała Sp.k. S.A.,2625701659,poprawny,False,False
373,FPUH Osipiuk-Wota Sp.k. Sp. z o.o.,7905528182,poprawny,False,False
374,Gabinety Kwinta Sp.j. sp.k.,335-548-64-00,poprawny,True,True
375,Grupa Lesner sp.k.,8479513719,poprawny,True,True
376,Dułak-Buk s.c. sp. z o.o.,7567043106,poprawny,False,False
377,Stowarzyszenie Szok-Tylka s.c. Spółka z o.o.,4243754020,poprawny,False,False
378,Strug-Szajner s.c. sp. z o.o.,2231059276,poprawny,False,False
379,Grupa Mendyka sp. z o.o.,,brak,False,False
380,Stowarzyszenie Herbut S.A. Sp. J.,7028140693,poprawny,False,False
381,Korniak Sp. z o.o. Sp.k. sp. z o.o.,,brak,False,False
382,Stowarzyszenie Chuchla Sp. J.   ,,brak,False,False
383,Spółdzielnia Słyk-Ornat Sp.k. Sp. J.,6629912349,poprawny,False,False
384,Spółdzielnia Tyka Sp. z o.o. Sp.k. Spółka z o.o.,6287923260,poprawny,False,False
385,Mikiciuk-Ubysz S.A. S.A.,3002447149,poprawny,False,False
386,Grupa Tomaszkiewicz-Pachnik Sp.j. S.A.,195-979-64-70,poprawny,False,False
387,Bzymek-Trawka Sp. z o.o. Sp.k. sp. z o.o.,5725204560,poprawny,False,False
388,Ścibisz Sp.j. Sp. J.,2192855447,poprawny,False,False
389,FPUH Czura-Zdziech Sp. z o.o. Sp.k. Spółka z o.o.,5765213281,poprawny,False,False
390,Patalas Sp. z o.o. Sp.k. Sp. z o.o.,1207545274,poprawny,False,False
391,PPUH Kamieniak Sp. z o.o. Sp. J.,2342321613,poprawny,False,False
392,Spółdzielnia Dawiec Sp. J.,8907140146,poprawny,False,False
393,FPUH Pusz Sp. z o.o. Spółka z o.o.,0124955282,poprawny,False,False
394,Fundacja Bilik Sp. J.,342-801-38-78,poprawny,False,False
395,Bacia-Sobiło S.A. sp.k.,3615171829,poprawny,False,False
396,FPUH Swacha Sp.k. Spółka z o.o.,7947386462,poprawny,False,False
397,Wlazły-Gosek S.A. S.A.,7811266913,poprawny,True,True
398,Ferdyn-Śmieja S.A. S.A.,,brak,False,False
399,Fundacja Wesoła-Wudarczyk i syn s.c. S.A.,3201017026,poprawny,False,False
400,Fundacja Michalkiewicz Sp. z o.o. sp.k.,7734778480,poprawny,False,False
401,Gabinety Broniarek S.A.,7002842764,poprawny,True,True
402,Komisarek-Olas Sp.k. Sp. J.,8977828066,poprawny,False,False
403,Stowarzyszenie Bednarowicz Sp. z o.o.,9025590563,poprawny,True,True
404,  FPUH Miąsko s.c. Sp. J.,8507698643,poprawny,False,False
405,Soliwoda-Mandrysz Sp.k. Sp. z o.o.,7135785290,poprawny,False,False
406,Fundacja Nesterowicz Sp.j. Sp. z o.o.,4963919199,poprawny,False,False
407,Stowarzyszenie Boryczko-Kociemba s.c. Sp. z o.o.,4987820822,poprawny,False,False
408,Kandzia Sp.j. S.A.,9083572323,poprawny,False,False
409,Gabinety Miszkiewicz i syn s.c. Spółka z o.o.,4249363125,poprawny,False,False
410,Chaberek-Łaciak Sp. z o.o. Sp. z o.o.,324-204-48-24,poprawny,False,False
411,Stowarzyszenie Fijoł-Pasich s.c. Sp. z o.o.,6516231984,poprawny,False,False
412,Słomian Sp.j. sp.k.,6363212340,poprawny,False,False
413,Pawlaczek-Bujko Sp. z o.o. Sp.k. Sp. z o.o.,5867342579,poprawny,False,False
414,Grupa Olbrych-Chlebek S.A. Sp. J.,3486451833,poprawny,False,False
415,Stowarzyszenie Gryska-Gierasimiuk i syn s.c. sp. z o.o.,7560417762,poprawny,False,False
416,Gabinety Staręga S.A.,9857002721,błędny,False,False
417,Spółdzielnia Kastelik Sp. z o.o. sp. z o.o.,8296577249,poprawny,False,False
418,STOWARZYSZENIE SMEKTAŁA-CECOT SP. Z O.O. SP.K. S.A.,9300893171,poprawny,False,False
419,FPUH Bork s.c. Spółka z o.o.,2910867719,poprawny,False,False
420,Grabas i syn s.c. S.A.,3934362629,poprawny,False,False
421,Kasper-Kleina s.c. Sp. J.,7107256361,poprawny,False,False
422,PPUH Kazek-Tereszkiewicz s.c. sp. z o.o.,7599004894,poprawny,False,False
423,PPUH Leśny Spółka z o.o.,2875721580,poprawny,False,False
424,PPUH Broszkiewicz-Pasztaleniec Sp.k. Spółka z o.o.,5644948569,poprawny,False,False
425,Grupa Symonowicz Sp. z o.o. Sp.k. sp. z o.o.,0320742766,poprawny,False,False
426,Kidawa-Bartman Sp. z o.o. Sp.k. Sp. J.,2151342283,poprawny,False,False
427,PPUH Lizurej sp.k.,2613715041,poprawny,False,False
428,Namysł-Krefta s.c. S.A.,7749050974,poprawny,False,False
429,Ceynowa Sp.k. Sp. J.,1896164233,poprawny,False,False
430,Trawka i syn s.c. Sp. J.,2147649259,poprawny,False,False
431,Hadam-Madura Sp. z o.o. Sp.k. sp.k.,9616592660,poprawny,False,False
432,Grupa Dębniak-Białczyk Sp.j. sp.k.,814-761-74-23,poprawny,False,False
433,Fundacja Miozga-Groth Sp.k. Sp. z o.o.,,brak,False,False
434,Spółdzielnia Majorczyk i syn s.c. sp. z o.o.,6016459773,poprawny,False,False
435,Gabinety Strzoda i syn s.c. sp.k.,4168006102,poprawny,False,False
436,Grupa Mijas-Krakowczyk i syn s.c. sp.k.,5641220318,poprawny,False,False
437,FPUH Kwinta S.A. S.A.,8314727602,poprawny,False,False
438,Maron Sp.k. S.A.,9334960503,poprawny,False,False
439,Stowarzyszenie Falba S.A.,7899730802,poprawny,False,False
440,Gabinety Wojniak sp.k.,5760243751,poprawny,False,False
441,Grupa Szczepan Spółka z o.o.,665-729-34-15,poprawny,False,False
442,Gabinety Muc-Pytko Sp. z o.o. S.A.,7433800546,poprawny,False,False
443,Grupa Majtyka sp.k.,3183745501,poprawny,False,False
444,Fundacja Kutera S.A. S.A.,7119918081,poprawny,False,False
445,Stowarzyszenie Szlufik sp.k.,7125521371,poprawny,False,False
446,Heczko Sp. z o.o. Spółka z o.o.,5653286323,poprawny,True,False
447,Grupa Oszust-Ziajka Sp.k. S.A.,2081155623,poprawny,False,False
448,Fundacja Andryszczyk Sp. z o.o.,8466845508,poprawny,False,False
449,Stowarzyszenie Saj Sp. z o.o. Sp.k. sp.k.,9975634105,poprawny,False,False
450,Spółdzielnia Szkaradek Sp.k. sp.k.,8485200899,poprawny,False,False
451,Spółdzielnia Bisaga Sp.k. Spółka z o.o.,8510174909,poprawny,False,False
452,Dziduch S.A. sp. z o.o.,5449268314,poprawny,False,False
453,Tasarz s.c. Sp. z o.o.   ,1062737157,poprawny,False,False
454,Grupa Kornak Sp.k. S.A.,7622827724,poprawny,False,False
455,Spółdzielnia Sajda-Prażmo Sp. z o.o. Spółka z o.o.,196-115-94-00,poprawny,False,False
456,Zemanek-Kala Sp.k. sp. z o.o.,2960443275,poprawny,False,False
457,Pelka Sp.k. sp.k.,7567922871,poprawny,False,False
458,Początek Sp.j. S.A.,5807412098,poprawny,False,False
459,Melcer-Bulanda s.c. sp.k.,1820433974,poprawny,False,False
460,Grupa Leks-Dmoch i syn s.c. S.A.,0856411186,błędny,False,False
461,Stowarzyszenie Żołnierczyk-Kuczaj i syn s.c. Sp. J.,2095200463,poprawny,False,False
462,Wlazły S.A. sp. z o.o.,9937886141,poprawny,False,False
463,Graban Sp. z o.o. Sp.k. sp. z o.o.,0489138242,poprawny,False,False
464,Fundacja Ambrozik S.A. sp. z o.o.,3868700790,poprawny,False,False
465,Zaczyk S.A. S.A.,5398402894,poprawny,False,False
466,Spółdzielnia Ficoń sp. z o.o.,5379502092,poprawny,False,False
467,Grupa Kieca Sp.j. sp.k.,1180715697,poprawny,False,False
468,Filak-Jonczyk Sp. z o.o. sp. z o.o.,7030453193,poprawny,False,False
469,Graboń-Kolka Sp.k. Sp. J.,9303614987,poprawny,False,False
470,FPUH Kasznia S.A. sp. z o.o.,1249384309,poprawny,False,False
471,FPUH Sporysz s.c. Spółka z o.o.,6641877585,poprawny,False,False
472,Andruszko-Golan S.A. S.A.,3519036135,poprawny,False,False
473,Spółdzielnia Dolega i syn s.c. S.A.   ,0954317352,poprawny,False,False
474,FPUH Block Sp. J.,7911006519,poprawny,False,False
475,Fundacja Graban Sp. J.,080-466-19-64,poprawny,False,False
476,GABINETY KUŁACH-SZELA I SYN S.C. SP. J.,0785931108,poprawny,False,False
477,PPUH Grymuza-Fraś Sp.j. S.A.,,brak,False,False
478,Majorczyk-Tomalak Sp. z o.o. Spółka z o.o.,9545089208,poprawny,False,False
479,Spółdzielnia Kubanek-Wysota Sp.j. Spółka z o.o.,3779599591,poprawny,False,False
480,Fundacja Wandas Sp. z o.o.,337-933-75-68,poprawny,False,False
481,Stowarzyszenie Nowotny i syn s.c. sp.k.,1247395007,poprawny,False,False
482,Forysiak-Saternus Sp. z o.o. Sp.k. sp.k.,3230241022,poprawny,False,False
483,PPUH ŚWIGOŃ S.C. SP. J.,2896112231,poprawny,False,False
484,PPUH Bogaczyk-Chachaj Sp.k. sp.k.,,brak,False,False
485,Grupa Labudda-Langa Sp.j. S.A.,8578725583,poprawny,False,False
486,Damps s.c. sp. z o.o.,7363466928,poprawny,False,False
487,Gral-Choina Sp.j. sp. z o.o.,9078956771,poprawny,True,True
488,FPUH Ciochoń i syn s.c. S.A.,3415148889,poprawny,False,False
489,Fundacja Heba sp. z o.o.,535-444-39-21,poprawny,False,False
490,FPUH Sykała i syn s.c. sp.k.,0782633379,poprawny,True,True
491,Spółdzielnia Hejduk i syn s.c. Sp. J.,6377805297,poprawny,False,False
492,Fundacja Świątkiewicz Sp. J.,6845909022,poprawny,False,False
493,Grupa Tofil-Wochnik Sp.j. sp. z o.o.,6186371592,poprawny,False,False
494,Jagiełka S.A. Sp. J.,9702316435,poprawny,False,False
495,Gabinety Szymajda sp. z o.o.,5662128670,poprawny,False,False
496,Spółdzielnia Stwora-Kulisz i syn s.c. Sp. J.,7299493877,poprawny,False,False
497,FPUH Godzik sp.k.,7779014753,poprawny,False,False
498,Gospodarek-Stochmal S.A. Sp. J.,6762916031,poprawny,False,False
499,Ratka Sp.k. S.A.,8151185674,poprawny,False,False
500,Stuglik S.A. Sp. J.,7656360044,poprawny,False,False
501,  Gabinety Klus-Prawdzik S.A. Sp. J.,3727422099,poprawny,False,False
502,Połom s.c. Sp. z o.o.,4275230834,poprawny,False,False
503,Wielgos-Staniaszek i syn s.c. Spółka z o.o.,1312206812,poprawny,False,False
504,Siwczak Sp. z o.o. Sp.k. S.A.,6133155207,poprawny,False,False
505,Spółdzielnia Fikus Spółka z o.o.,9501364976,poprawny,False,False
506,Bobak-Pachuta S.A. Sp. J.,2525715099,poprawny,False,False
507,FPUH Minkina Sp.j. sp.k.,1436391022,poprawny,False,False
508,Słabosz Sp.k. Sp. J.,9752450869,błędny,False,False
509,Węgrzyk i syn s.c. Sp. J.,,brak,False,False
510,Grupa Duczek Sp.j. sp. z o.o.,9833816747,poprawny,False,False
511,Kordus-Kajak Sp.j. S.A.,7689627067,poprawny,False,False
512,Stowarzyszenie Kuza s.c. S.A.,4746897154,poprawny,False,False
513,Stowarzyszenie Jośko Spółka z o.o.,7666567491,poprawny,False,False
514,Powązka-Kiljan Sp.k. Spółka z o.o.,5875066332,poprawny,False,False
515,Kubasiewicz Sp.k. S.A.,2439920119,poprawny,False,False
516,PPUH Rodzeń sp. z o.o.,644-886-94-66,poprawny,False,False
517,Pędzik-Kasiak i syn s.c. Sp. J.,6402701162,poprawny,False,False
518,Stowarzyszenie Leszczuk-Rohde s.c. sp. z o.o.,3728179324,poprawny,False,False
519,Stowarzyszenie Pagacz-Kazior Sp.j. sp.k.,121-416-14-16,poprawny,False,False
520,GABINETY PASICH-RUMAN I SYN S.C. SPÓŁKA Z O.O.,0901380690,poprawny,False,False
521,Gabinety Mrotek Spółka z o.o.,5356690552,poprawny,False,False
522,Wojaczek S.A. Sp. z o.o.,8435797866,poprawny,False,False
523,Jędrzejek i syn s.c. Sp. J.,5739769154,poprawny,True,True
524,Stowarzyszenie Pachnik Sp.k. sp. z o.o.,8727178331,poprawny,False,False
525,Gabinety Deszcz-Wiszowata Sp.j. Spółka z o.o.,6434712878,poprawny,False,False
526,Parda-Kluj Sp.j. Sp. J.,6863341419,poprawny,False,False
527,Sip-Buchalik Sp.k. sp. z o.o.,5690409837,poprawny,False,False
528,Gabinety Woronko sp.k.,,brak,False,False
529,Macioł-Kuświk i syn s.c. Sp. J.,0954814978,poprawny,False,False
530,FPUH Gregorek sp. z o.o.,3027642084,błędny,False,False
531,Rosada-Panicz i syn s.c. Sp. J.,443-861-25-98,poprawny,True,True
532,Kopiczko-Ziajka Sp.k. S.A.,423-330-59-12,poprawny,False,False
533,Stowarzyszenie Tutka Sp.j. S.A.,2018596265,poprawny,True,True
534,Zieja-Linda s.c. S.A.,176-475-01-12,poprawny,False,False
535,Gabinety Piekacz Sp.j. sp.k.,7419267647,poprawny,False,False
536,Kożuszek-Ochnik i syn s.c. Sp. z o.o.,6888718984,poprawny,False,False
537,Spółdzielnia Milcarz s.c. S.A.,5102932187,poprawny,False,False
538,FPUH Fryś Sp. z o.o. Sp.k. Sp. J.,034-084-87-23,poprawny,False,False
539,PPUH Kasak-Ficner Sp.j. Sp. z o.o.,0303243291,poprawny,False,False
540,Sularz Sp.k. Spółka z o.o.,2625660937,poprawny,False,False
541,Stowarzyszenie Prawdzik Sp. J.,1554234019,poprawny,False,False
542,Morcinek S.A. S.A.,185-948-49-14,poprawny,False,False
543,Fundacja Pupek Sp. z o.o. S.A.,792-408-22-21,poprawny,False,False
544,Spółdzielnia Han-Bosek s.c. S.A.,7275784468,poprawny,False,False
545,PPUH Baszak Sp. J.,1131290140,poprawny,False,False
546,Stowarzyszenie Domińczak Sp.k. sp.k.,8160930687,błędny,False,False
547,Spółdzielnia Szłapa sp. z o.o.,8321528507,poprawny,False,False
548,FPUH Hutyra Sp. z o.o. Sp.k. Sp. z o.o.,4474430961,poprawny,False,False
549,PPUH Twardy-Woszczyna i syn s.c. Sp. z o.o.,9754510528,poprawny,False,False
550,Judek-Bugiel Sp.k. sp. z o.o.,6170243762,poprawny,True,True
551,Gabinety Pyszka Sp. J.,7225605311,poprawny,True,True
552,Grupa Cholewka Sp.k. sp. z o.o.,3741678725,poprawny,False,False
553,Grupa Igras Sp.j. sp. z o.o.,2580305696,poprawny,False,False
554,Prażuch s.c. sp. z o.o.,928-234-14-31,poprawny,False,False
555,FPUH Łyczek-Świerkosz s.c. sp. z o.o.,9231260438,poprawny,False,False
556,Boduch S.A. Spółka z o.o.,3356708601,poprawny,False,False
557,Spółdzielnia Kubanek Sp.j. Sp. z o.o.,2000534748,poprawny,False,False
558,Gabinety Goska-Kruzel Sp. z o.o. Sp. z o.o.,0825559892,poprawny,False,False
559,Fundacja Korab s.c. sp. z o.o.,9109337113,poprawny,False,False
560,Fundacja Forysiak Sp.j. sp. z o.o.,,brak,False,False
561,Spółdzielnia Koczara-Woszczak Sp. z o.o. Sp.k. sp. z o.o.,409-036-78-86,poprawny,False,False
562,Małż Sp.j. Spółka z o.o.,3202939087,poprawny,False,False
563,Pałyga Sp. z o.o. Sp.k. sp. z o.o.,,brak,False,False
564,Spółdzielnia Młodzik-Ryczko Sp. z o.o. Sp.k. Sp. J.,9551842691,poprawny,False,False
565,Kilar s.c. Sp. z o.o.,891-649-83-73,poprawny,False,False
566,FPUH Kiełbik Sp. J.,2693121638,poprawny,False,False
567,  Bryzek i syn s.c. S.A.,601-002-31-41,poprawny,False,False
568,Fundacja Wac-Bobel S.A. Sp. z o.o.   ,3279724573,poprawny,False,False
569,Kurpisz Sp. z o.o. Sp.k. Sp. z o.o.,1841862031,poprawny,False,False
570,Fundacja Gaś Sp.k. Sp. J.,,brak,False,False
571,Wielgo-Witan s.c. sp.k.,5926249457,poprawny,False,False
572,FPUH Botor Sp.k. sp. z o.o.,642-152-26-50,poprawny,False,False
573,PPUH Bekus-Frączkiewicz i syn s.c. Sp. J.,3668788780,poprawny,False,False
574,Śliż Sp. z o.o. Sp.k. sp. z o.o.,5030587219,poprawny,False,False
575,FPUH Wrochna sp.k.,633-302-12-62,poprawny,False,False
576,Pachla Sp.k. sp.k.,2025213101,poprawny,False,False
577,Fundacja Szczypiór-Waloch s.c. Sp. J.,4765704127,poprawny,False,False
578,Jaszcz-Niedbał Sp.j. S.A.,7849843622,poprawny,False,False
579,Grupa Stuglik sp. z o.o.,8917756624,poprawny,False,False
580,Miąsko S.A. sp.k.,5034281138,poprawny,False,False
581,Grupa Budzich Sp. z o.o.,,brak,False,False
582,Gabinety Mirończuk Sp.k. sp.k.,1820967903,błędny,False,False
583,Bernard Sp.j. sp. z o.o.,3228898576,poprawny,False,False
584,PPUH Ropiak-Moryc s.c. Sp. J.,6339912973,poprawny,False,False
585,Fundacja Goś-Zemanek s.c. Spółka z o.o.,2421495514,poprawny,False,False
586,Stowarzyszenie Nogieć-Fidler Sp. z o.o. sp.k.,7054669272,poprawny,False,False
587,Żok-Pasich Sp. z o.o. Sp.k. Sp. J.,0903802149,poprawny,False,False
588,Gabinety Kopik Sp. z o.o. Spółka z o.o.,7787112163,poprawny,False,False
589,Fundacja Szelest-Poczta Sp. z o.o. S.A.,3714708273,poprawny,True,True
590,Grupa Piekara Sp.k. Spółka z o.o.,6730306447,poprawny,False,False
591,Szlaga i syn s.c. Sp. J.,7683420164,poprawny,False,False
592,Polakiewicz-Fogiel s.c. sp. z o.o.,6596089317,poprawny,False,False
593,Spółdzielnia Kuder s.c. S.A.,5164807277,poprawny,False,False
594,Grupa Bednarowicz sp. z o.o.,5339055043,poprawny,False,False
595,  Głuszko Sp. z o.o. sp.k.,6851276522,błędny,False,False
596,Gleba-Sroga S.A. Sp. J.,9111109615,poprawny,False,False
597,Grupa Stoch sp. z o.o.,3786137153,poprawny,False,False
598,Spółdzielnia Zaborek S.A. sp.k.,4444630603,poprawny,False,True
599,Spółdzielnia Dytrych sp.k.,,brak,False,False
600,Malcharek s.c. sp. z o.o.,1281964829,poprawny,False,False
601,Grupa Kołaczyk Sp. J.,8196027526,poprawny,False,False
602,Stowarzyszenie Siedlaczek Sp. J.,0412091176,poprawny,False,False
603,Spółdzielnia Ignatiuk i syn s.c. Spółka z o.o.,,brak,False,False
604,Wyderka Sp. z o.o. Sp.k. sp. z o.o.,9901557992,poprawny,False,False
605,Ubysz Sp. z o.o. sp.k.,8235130525,poprawny,False,False
606,Boba Sp.k. Spółka z o.o.,8477686344,poprawny,False,False
607,Cacko i syn s.c. sp. z o.o.,7676945919,poprawny,True,True
608,Nieroda S.A. Sp. z o.o.,8496498566,poprawny,True,True
609,Grupa Wereda sp. z o.o.,,brak,False,False
610,Opalach-Mućka Sp. z o.o. Sp.k. Sp. J.,6655330773,poprawny,False,False
611,Wyrobek-Uziębło i syn s.c. sp. z o.o.,9040907426,poprawny,False,False
612,Wojtunik-Wiencek i syn s.c. Sp. z o.o.,6445561851,poprawny,False,False
613,Grupa Madejczyk sp.k.,,brak,False,False
614,Jakóbiak-Owczarczak Sp. z o.o. Sp. z o.o.,1041459641,poprawny,True,True
615,FPUH Siwa sp.k.,6718839772,poprawny,False,False
616,  Stowarzyszenie Pierzak sp. z o.o.,3117030372,poprawny,False,False
617,Kielczyk-Dymarczyk s.c. Spółka z o.o.,4728123560,poprawny,False,False
618,Przewoźniak-Kamieniak Sp. z o.o. Sp.k. sp.k.,1271130726,poprawny,False,False
619,Terka-Ciuruś S.A. sp.k.,5074510668,poprawny,False,False
620,PPUH Szyguła S.A. sp.k.,6103131001,poprawny,False,False
621,Grupa Wierzchoń Sp.j. Sp. J.,6661347324,poprawny,False,False
622,Szynkiewicz Sp. z o.o. sp.k.,9743251224,poprawny,False,False
623,Stowarzyszenie Wicha-Borejko Sp. z o.o. Sp.k. Spółka z o.o.,1209579076,poprawny,False,False
624,Dudziec-Duszkiewicz s.c. sp.k.,8221145770,poprawny,False,False
625,Fundacja Piotrkowicz s.c. Spółka z o.o.,458-971-48-07,poprawny,False,False
626,Gabinety Komisarek Sp.k. Sp. J.,6531361484,poprawny,False,False
627,Grupa Gomoła Sp.j. Spółka z o.o.,4309859167,poprawny,False,False
628,Fundacja Hejduk-Matela S.A. Sp. J.,2728498247,poprawny,False,False
629,Fundacja Szczerbiak Sp. z o.o. sp.k.,,brak,False,False
630,Spółdzielnia Halik s.c. Sp. J.,4236914304,poprawny,False,False
631,Matacz-Ciak s.c. Sp. z o.o.,4494296595,poprawny,False,False
632,Gordon-Lubera S.A. Spółka z o.o.,9782661280,poprawny,False,False
633,Stowarzyszenie Węgier-Świątkiewicz Sp.k. S.A.,7080612943,poprawny,True,True
634,Spółdzielnia Małocha S.A.,2607870104,poprawny,False,False
635,Tabisz S.A. Sp. z o.o.,1980382872,poprawny,False,False
636,Gabinety Kosidło i syn s.c. Sp. z o.o.,7931102918,poprawny,False,False
637,Nytko Sp. z o.o. Sp.k. Sp. z o.o.,1467238497,poprawny,False,False
638,FPUH Kinal-Ulfik Sp.k. Sp. J.,3288377444,poprawny,False,False
639,Walo-Oleszko Sp.j. Sp. z o.o.,7662047197,poprawny,False,False
640,Dorynek Sp. z o.o. Sp.k. Spółka z o.o.,3586812259,poprawny,False,False
641,Spółdzielnia Kurzak Sp. z o.o.,7679298840,poprawny,False,False
642,Podsiedlik-Posłuszny i syn s.c. Sp. z o.o.,2311775336,poprawny,True,True
643,Kasiak-Wawrzeńczyk Sp.k. Sp. J.,1759025176,poprawny,False,False
644,Wujek Sp. z o.o. Sp. J.,4332683190,poprawny,False,False
645,Stowarzyszenie Bazydło S.A. Sp. z o.o.,559-821-76-64,poprawny,False,False
646,FPUH Jamrożek Sp. z o.o. Sp.k. Sp. z o.o.,9850344653,poprawny,False,False
647,Nędzi-Kasznia Sp.j. sp.k.,4690819747,poprawny,True,True
648,  Romaniak s.c. Sp. z o.o.,2385037191,błędny,False,False
649,Spółdzielnia Krzywoń-Suchoń s.c. S.A.,2401078351,poprawny,False,False
650,FPUH Laskus-Parkitna S.A. sp. z o.o.,8960870661,poprawny,False,False
651,Stowarzyszenie Fal Sp. z o.o. Sp.k. sp.k.,5535603311,poprawny,False,False
652,Kuśmider s.c. sp. z o.o.,0102724055,poprawny,False,False
653,Grupa Kołton Sp.j. Sp. z o.o.,4837537450,poprawny,False,False
654,Grupa Dywan Sp. z o.o. Sp.k. Spółka z o.o.,6974132831,poprawny,False,False
655,Kukier Sp.k. S.A.,1070449646,błędny,False,False
656,PPUH Słupik S.A.,7033626808,poprawny,False,False
657,Kozok-Hejna Sp.k. Spółka z o.o.,9305966012,poprawny,True,False
658,Spółdzielnia Ambrozik Sp. z o.o. Sp.k. S.A.,7320441382,poprawny,False,False
659,Kowalówka-Dering S.A. Spółka z o.o.,7070705784,poprawny,False,False
660,Dziczek Sp. z o.o. S.A.,2444723226,poprawny,False,False
661,Gabinety Pych-Łasak s.c. sp.k.,5083044059,poprawny,False,False
662,Fundacja Korzeniak Sp. z o.o. sp.k.,1335956161,poprawny,False,False
663,Frost-Terka s.c. Spółka z o.o.,7490250422,poprawny,False,False
664,FPUH Kuska Sp. J.,5369026112,poprawny,False,False
665,Kominiak-Proć s.c. sp.k.,7543943532,błędny,False,False
666,FPUH Czerner S.A. S.A.,5158815793,błędny,False,False
667,  FPUH Teodorowicz S.A.,9294455117,poprawny,False,False
668,FPUH Majtyka i syn s.c. S.A.,0216487127,poprawny,False,False
669,Spółdzielnia Tadych-Fulara s.c. S.A.,6526834158,poprawny,False,False
670,Gabinety Brejnak Spółka z o.o.,7676472295,poprawny,False,False
671,Wietecha-Malcharek Sp.j. S.A.,2894134754,poprawny,False,False
672,Karaśkiewicz-Góraj Sp.k. Sp. J.,4214477322,poprawny,False,False
673,Przerwa-Koronkiewicz Sp.j. sp. z o.o.,8820908837,poprawny,False,False
674,Fundacja Kręcisz-Strzała Sp. z o.o. Sp.k. sp.k.,1241513150,poprawny,False,False
675,  Bochnia-Kowala S.A. Spółka z o.o.,3296334722,poprawny,False,False
676,Fundacja Wierzchoń Sp. J.,3061789325,poprawny,False,False
677,Fundacja Ficner Sp.k. S.A.,8243477692,poprawny,False,False
678,Bohdanowicz Sp. z o.o. Spółka z o.o.,3612751561,poprawny,False,False
679,FUNDACJA JARKA SP.K. SPÓŁKA Z O.O.,6766404730,poprawny,False,False
680,Gabinety Heinrich-Kurbiel i syn s.c. Sp. J.,1995298008,poprawny,False,False
681,Gabinety Śliz Sp. z o.o. sp.k.,2556383008,poprawny,False,False
682,Twardy-Pieczarka Sp. z o.o. sp. z o.o.,1186008920,poprawny,False,False
683,Spółdzielnia Wesoła-Berg Sp.k. Sp. z o.o.,4473149765,poprawny,False,False
684,Spółdzielnia Sadoch Sp. J.,8836076581,poprawny,False,False
685,FPUH Widuch s.c. S.A.,9145211829,poprawny,False,False
686,Klatka-Szlachcic Sp.j. sp.k.,3074645203,poprawny,True,True
687,Sip Sp. z o.o. Sp.k. Spółka z o.o.,3577881166,poprawny,False,False
688,Chlebek s.c. S.A.   ,1067287285,poprawny,False,False
689,Ciesiółka Sp. z o.o. Sp.k. sp.k.,8705622712,poprawny,False,True
690,PPUH Mycek Sp. z o.o. Sp.k. Sp. z o.o.,9792158358,poprawny,False,False
691,Fundacja Koniecko S.A.,4883192134,poprawny,True,True
692,Dylik-Misztela Sp. z o.o. sp.k.,9497320339,poprawny,False,False
693,Spółdzielnia Trepczyk-Karkocha Sp. z o.o. Sp. z o.o.,2876754819,poprawny,False,False
694,Spółdzielnia Smektała-Drabczyk Sp. z o.o. Sp.k. Spółka z o.o.,8193242684,poprawny,True,False
